Nombre,Comunidad Autónoma,Provincia,Municipio,Localidad,Direccion,Código Postal,Telefono,Zona Básica,Área de Salud,Modalidad Gestión,Dependencia de Gestión,Tipo de Centro,Acreditación Docente
LLADORRE,CATALUÑA,LLEIDA,Lladorre,LLADORRE,"C/ MAJOR, Nº 5",25576,973623283,PALLARS SOBIRÀ,REGIÓN SANITARIA: ALT PIRINEU I ARAN,Pública Directa,INSTITUT CATALÀ DE LA SALUT (ICS),CONSULTORIO LOCAL,NO
LLAVORSÍ,CATALUÑA,LLEIDA,Llavorsí,LLAVORSÍ,"CTRA. VAL D'ARAN, Nº 31",25595,973622152,PALLARS SOBIRÀ,REGIÓN SANITARIA: ALT PIRINEU I ARAN,Pública Directa,INSTITUT CATALÀ DE LA SALUT (ICS),CONSULTORIO LOCAL,NO
ESPOT,CATALUÑA,LLEIDA,Espot,ESPOT,"C/ ÚNIC, S/N",25597,973624004,PALLARS SOBIRÀ,REGIÓN SANITARIA: ALT PIRINEU I ARAN,Pública Directa,INSTITUT CATALÀ DE LA SALUT (ICS),CONSULTORIO LOCAL,NO
ESTERRI D'ÀNEU,CATALUÑA,LLEIDA,Esterri d'Àneu,ESTERRI D'ÀNEU,"C/ CARRERADA, Nº 5",25580,973626060,PALLARS SOBIRÀ,REGIÓN SANITARIA: ALT PIRINEU I ARAN,Pública Directa,INSTITUT CATALÀ DE LA SALUT (ICS),CONSULTORIO LOCAL,NO
LA GUINGUETA,CATALUÑA,LLEIDA,"Guingueta d'Àneu, La",LA GUINGUETA,"CTRA. VAL D'ARAN, S/N",25597,973626555,PALLARS SOBIRÀ,REGIÓN SANITARIA: ALT PIRINEU I ARAN,Pública Directa,INSTITUT CATALÀ DE LA SALUT (ICS),CONSULTORIO LOCAL,NO
ISONA,CATALUÑA,LLEIDA,Isona i Conca Dellà,ISONA,"C/ SOLEDAD, Nº 26",25650,973664105,TREMP,REGIÓN SANITARIA: ALT PIRINEU I ARAN,Pública Directa,INSTITUT CATALÀ DE LA SALUT (ICS),CONSULTORIO LOCAL,NO
SANT ROMÀ D'ABELLA,CATALUÑA,LLEIDA,Isona i Conca Dellà,SANT ROMÀ D'ABELLA,"C/ ESCOLES, S/N",25656,973085033,TREMP,REGIÓN SANITARIA: ALT PIRINEU I ARAN,Pública Directa,INSTITUT CATALÀ DE LA SALUT (ICS),CONSULTORIO LOCAL,NO
ORCAU,CATALUÑA,LLEIDA,Isona i Conca Dellà,ORCAU,"C/ PORTALET, S/N",25650,973664098,TREMP,REGIÓN SANITARIA: ALT PIRINEU I ARAN,Pública Directa,INSTITUT CATALÀ DE LA SALUT (ICS),CONSULTORIO LOCAL,NO
FIGUEROLA D'ORCAU,CATALUÑA,LLEIDA,Isona i Conca Dellà,FIGUEROLA D'ORCAU,"C/ DEL VENT, S/N",25655,973665033,TREMP,REGIÓN SANITARIA: ALT PIRINEU I ARAN,Pública Directa,INSTITUT CATALÀ DE LA SALUT (ICS),CONSULTORIO LOCAL,NO
CONQUES,CATALUÑA,LLEIDA,Isona i Conca Dellà,CONQUES,"C/ SANT PERE, S/N",25656,973085013,TREMP,REGIÓN SANITARIA: ALT PIRINEU I ARAN,Pública Directa,INSTITUT CATALÀ DE LA SALUT (ICS),CONSULTORIO LOCAL,NO
VILAMITJANA,CATALUÑA,LLEIDA,Tremp,VILAMITJANA,"PL. MATIAS CAVALER, S/N",25654,973652626,TREMP,REGIÓN SANITARIA: ALT PIRINEU I ARAN,Pública Directa,INSTITUT CATALÀ DE LA SALUT (ICS),CONSULTORIO LOCAL,NO
SANT SALVADOR DE TOLÓ,CATALUÑA,LLEIDA,Gavet de la Conca,SANT SALVADOR DE TOLÓ,"C/ ÚNIC, S/N",25638,973664100,TREMP,REGIÓN SANITARIA: ALT PIRINEU I ARAN,Pública Directa,INSTITUT CATALÀ DE LA SALUT (ICS),CONSULTORIO LOCAL,NO
PUIGCERCÓS,CATALUÑA,LLEIDA,Tremp,PUIGCERCÓS,"PL. MAJOR, S/N",25633,973085001,TREMP,REGIÓN SANITARIA: ALT PIRINEU I ARAN,Pública Directa,INSTITUT CATALÀ DE LA SALUT (ICS),CONSULTORIO LOCAL,NO
PALAU DE NOGUERA,CATALUÑA,LLEIDA,Tremp,PALAU DE NOGUERA,"C/ DEL FORN, S/N",25633,973057044,TREMP,REGIÓN SANITARIA: ALT PIRINEU I ARAN,Pública Directa,INSTITUT CATALÀ DE LA SALUT (ICS),CONSULTORIO LOCAL,NO
TREMP,CATALUÑA,LLEIDA,Tremp,TREMP,"C/ FRANCESC MACIÀ, Nº 14",25620,973650110,TREMP,REGIÓN SANITARIA: ALT PIRINEU I ARAN,Pública Directa,INSTITUT CATALÀ DE LA SALUT (ICS),CENTRO SALUD,NO
TALARN,CATALUÑA,LLEIDA,Talarn,TALARN,"C/ RAVAL, S/N",25630,973650812,TREMP,REGIÓN SANITARIA: ALT PIRINEU I ARAN,Pública Directa,INSTITUT CATALÀ DE LA SALUT (ICS),CONSULTORIO LOCAL,NO
LLIMIANA,CATALUÑA,LLEIDA,Llimiana,LLIMIANA,"PL. MAJOR, Nº 1",25639,973650773,TREMP,REGIÓN SANITARIA: ALT PIRINEU I ARAN,Pública Directa,INSTITUT CATALÀ DE LA SALUT (ICS),CONSULTORIO LOCAL,NO
GUÀRDIA DE TREMP,CATALUÑA,LLEIDA,Castell de Mur,CASTELL DE MUR,"C/ CARME, Nº 47",25632,973651795,TREMP,REGIÓN SANITARIA: ALT PIRINEU I ARAN,Pública Directa,INSTITUT CATALÀ DE LA SALUT (ICS),CONSULTORIO LOCAL,NO
SUTERRANYA,CATALUÑA,LLEIDA,Tremp,SUTERRANYA,"C/ ESCOLA PÚBLICA, S/N",25620,973057050,TREMP,REGIÓN SANITARIA: ALT PIRINEU I ARAN,Pública Directa,INSTITUT CATALÀ DE LA SALUT (ICS),CONSULTORIO LOCAL,NO
SANTA MARIA DE VILALBA,CATALUÑA,BARCELONA,Abrera,SANTA MARÍA DE VILALBA,"CAMÍ CASTELL VOLTRERA, Nº 5",8630,937701738,ABRERA,REGIÓN SANITARIA: BARCELONA,Pública Directa,INSTITUT CATALÀ DE LA SALUT (ICS),CONSULTORIO LOCAL,NO
CAN VILALBA,CATALUÑA,BARCELONA,Abrera,CAN VILALBA,"AVDA. CIRCUNVALACIÓ, Nº 5",8630,937704939,ABRERA,REGIÓN SANITARIA: BARCELONA,Pública Directa,INSTITUT CATALÀ DE LA SALUT (ICS),CONSULTORIO LOCAL,NO
ABRERA,CATALUÑA,BARCELONA,Abrera,ABRERA,"C/ MANRESA, Nº 15",8630,937702561,ABRERA,REGIÓN SANITARIA: BARCELONA,Pública Directa,INSTITUT CATALÀ DE LA SALUT (ICS),CENTRO SALUD,NO
SANT PERE DE VILAMAJOR,CATALUÑA,BARCELONA,Sant Pere de Vilamajor,SANT PERE DE VILAMAJOR,"C/ NOU, Nº 26",8458,938452625,ALT MOGENT,REGIÓN SANITARIA: BARCELONA,Pública Directa,INSTITUT CATALÀ DE LA SALUT (ICS),CENTRO SALUD,NO
SANT ANTONI DE VILAMAJOR,CATALUÑA,BARCELONA,Sant Antoni de Vilamajor,SANT ANTONI DE VILAMAJOR,"C/ SANTA ANNA, Nº 4-6",8459,938452327,ALT MOGENT,REGIÓN SANITARIA: BARCELONA,Pública Directa,INSTITUT CATALÀ DE LA SALUT (ICS),CENTRO SALUD,NO
LLINARS DEL VALLÈS,CATALUÑA,BARCELONA,Llinars del Vallès,LLINARS DEL VALLÈS,"CL JOAQUIM BLUME, Nº 17",08450,938410573,ALT MOGENT,REGIÓN SANITARIA: BARCELONA,Pública Directa,INSTITUT CATALÀ DE LA SALUT (ICS),CENTRO SALUD,NO
ARENYS DE MUNT,CATALUÑA,BARCELONA,Arenys de Munt,ARENYS DE MUNT,"AV. DEL REMEI, S/N",8358,937951523,ARENYS DE MAR,REGIÓN SANITARIA: BARCELONA,Pública Directa,INSTITUT CATALÀ DE LA SALUT (ICS),CONSULTORIO LOCAL,NO
ARENYS DE MAR,CATALUÑA,BARCELONA,Arenys de Mar,ARENYS DE MAR,"AV. D'AUTERIVE, S/N",8350,937958074,ARENYS DE MAR,REGIÓN SANITARIA: BARCELONA,Pública Directa,INSTITUT CATALÀ DE LA SALUT (ICS),CENTRO SALUD,NO
ÒRRIUS,CATALUÑA,BARCELONA,Òrrius,ÒRRIUS,"CTRA. DE LA ROCA, Nº 2",8317,937561092,ARGENTONA,REGIÓN SANITARIA: BARCELONA,Pública - otras modalidades,CONSORCI SANITARI DEL MARESME,CONSULTORIO LOCAL,NO
CANYAMARS,CATALUÑA,BARCELONA,Dosrius,CANYAMARS,"C/ MAJOR, Nº 7",8319,937955224,ARGENTONA,REGIÓN SANITARIA: BARCELONA,Pública - otras modalidades,CONSORCI SANITARI DEL MARESME,CONSULTORIO LOCAL,NO
DOSRIUS (CENTRE),CATALUÑA,BARCELONA,Dosrius,DOSRIUS,"C/ PAU CASALS, Nº 20",08319,937919084,ARGENTONA,REGIÓN SANITARIA: BARCELONA,Pública - otras modalidades,CONSORCI SANITARI DEL MARESME,CONSULTORIO LOCAL,NO
CAN MASSUET,CATALUÑA,BARCELONA,Dosrius,CAN MASSUET-EL FAR,"AV. EL FAR, Nº 10",8319,937916173,ARGENTONA,REGIÓN SANITARIA: BARCELONA,Pública - otras modalidades,CONSORCI SANITARI DEL MARESME,CONSULTORIO LOCAL,NO
SANT MIQUEL DEL CROS,CATALUÑA,BARCELONA,Argentona,ARGENTONA,"AV. MEDITERRANI, S/N",8310,937574990,ARGENTONA,REGIÓN SANITARIA: BARCELONA,Pública - otras modalidades,CONSORCI SANITARI DEL MARESME,CONSULTORIO LOCAL,NO
DR. GONÇAL CALVO I QUERALTÓ,CATALUÑA,BARCELONA,Argentona,ARGENTONA,"C/ JOAN FUSTÉ ORTELLS, Nº 1",8310,937561092,ARGENTONA,REGIÓN SANITARIA: BARCELONA,Pública - otras modalidades,CONSORCI SANITARI DEL MARESME,CENTRO SALUD,SI
MARTÍ I JULIÀ,CATALUÑA,BARCELONA,Badalona,BADALONA,"C/ MARTÍ I JULIÀ, Nº 11-19",8911,931671840,BADALONA - 1,REGIÓN SANITARIA: BARCELONA,Pública - otras modalidades,"BADALONA SERVEIS ASSISTENCIALS, SA",CENTRO SALUD,SI
MORERA POMAR,CATALUÑA,BARCELONA,Badalona,BADALONA,"C/ PERE III, Nº 1-7",08915,934655200,BADALONA - 12,REGIÓN SANITARIA: BARCELONA,Pública - otras modalidades,"BADALONA SERVEIS ASSISTENCIALS, SA",CENTRO SALUD,SI
DOCTOR ROBERT,CATALUÑA,BARCELONA,Badalona,BADALONA,"PL. DE LA MEDICINA, S/N",8911,933842425,BADALONA - 2,REGIÓN SANITARIA: BARCELONA,Pública Directa,INSTITUT CATALÀ DE LA SALUT (ICS),CENTRO SALUD,NO
PROGRÈS-RAVAL,CATALUÑA,BARCELONA,Badalona,BADALONA,"C/ GENERAL WEYLER, Nº 44",08912,933890695,BADALONA - 3,REGIÓN SANITARIA: BARCELONA,Pública - otras modalidades,"BADALONA SERVEIS ASSISTENCIALS, SA",CENTRO SALUD,SI
SANT ROC - GORG,CATALUÑA,BARCELONA,Badalona,BADALONA,"CL VÉLEZ RUBIO, S/N",08918,933268901,BADALONA - 4 Y 5,REGIÓN SANITARIA: BARCELONA,Pública Directa,INSTITUT CATALÀ DE LA SALUT (ICS),CENTRO SALUD,SI
LLEFIÀ,CATALUÑA,BARCELONA,Badalona,BADALONA,"CTRA. ANTIGA VALÈNCIA, Nº 84",08913,933991460,BADALONA - 6,REGIÓN SANITARIA: BARCELONA,Pública Directa,INSTITUT CATALÀ DE LA SALUT (ICS),CENTRO SALUD,SI
GRAN SOL,CATALUÑA,BARCELONA,Badalona,BADALONA,"AVDA. DOCTOR BASSOLS, Nº 112 - 130",08914,936247929,BADALONA - 7A,REGIÓN SANITARIA: BARCELONA,Pública Directa,INSTITUT CATALÀ DE LA SALUT (ICS),CENTRO SALUD,NO
LA SALUT,CATALUÑA,BARCELONA,Badalona,BADALONA,"PG DELS ENCANTS, S/N",08914,934607900,BADALONA - 7B,REGIÓN SANITARIA: BARCELONA,Pública Directa,INSTITUT CATALÀ DE LA SALUT (ICS),CENTRO SALUD,NO
NOVA LLOREDA - MONTIGALÀ,CATALUÑA,BARCELONA,Badalona,BADALONA,"AV CATALUNYA, Nº 62-64",08917,934603900,BADALONA - 8 Y 10,REGIÓN SANITARIA: BARCELONA,Pública - otras modalidades,"BADALONA SERVEIS ASSISTENCIALS, SA",CENTRO SALUD,SI
APENINS-MONTIGALÀ,CATALUÑA,BARCELONA,Badalona,BADALONA,"C/ APENINS, S/N",08917,933951779,BADALONA - 9,REGIÓN SANITARIA: BARCELONA,Pública - otras modalidades,"BADALONA SERVEIS ASSISTENCIALS, SA",CENTRO SALUD,SI
BUFALÀ - CANYET,CATALUÑA,BARCELONA,Badalona,BADALONA,"AV. MARTÍ I PUJOL, Nº 521-527",8915,934970505,BADALONA -11,REGIÓN SANITARIA: BARCELONA,Pública Directa,INSTITUT CATALÀ DE LA SALUT (ICS),CENTRO SALUD,NO
ROSA DELS VENTS,CATALUÑA,BARCELONA,Barberà del Vallès,BARBERÀ DEL VALLÈS,"PL. ROSA DELS VENTS, S/N",8210,937194281,BARBERÀ DEL VALLÈS,REGIÓN SANITARIA: BARCELONA,Pública Directa,INSTITUT CATALÀ DE LA SALUT (ICS),CENTRO SALUD,NO
BARBERÀ DEL VALLÈS,CATALUÑA,BARCELONA,Barberà del Vallès,BARBERÀ DEL VALLÈS,"C/ VERGE DE L'ASSUMPCIÓ, S/N",8210,937192540,BARBERÀ DEL VALLÈS,REGIÓN SANITARIA: BARCELONA,Pública Directa,INSTITUT CATALÀ DE LA SALUT (ICS),CENTRO SALUD,NO
BARCELONETA,CATALUÑA,BARCELONA,Barcelona,BARCELONA,"PASEO MARÍTIM DE LA BARCELONETA, Nº 25-29",08003,932213783,BARCELONA - 1 A,REGIÓN SANITARIA: BARCELONA,Pública - otras modalidades,PARC SANITARI PERE VIRGILI,CENTRO SALUD,NO
CASC ANTIC,CATALUÑA,BARCELONA,Barcelona,BARCELONA,"CL REC COMTAL, Nº 20",08003,933101421,BARCELONA - 1 B,REGIÓN SANITARIA: BARCELONA,Pública Directa,INSTITUT CATALÀ DE LA SALUT (ICS),CENTRO SALUD,NO
GÒTIC ANNEX RULL,CATALUÑA,BARCELONA,Barcelona,BARCELONA,"CL RULL, Nº 9",08002,932702380,BARCELONA - 1 C,REGIÓN SANITARIA: BARCELONA,Pública - otras modalidades,CONSORCI MAR PARC DE SALUT DE BARCELONA,CENTRO SALUD,NO
GÒTIC,CATALUÑA,BARCELONA,Barcelona,BARCELONA,"PASSATGE DE LA PAU, Nº 1",8002,933436140,BARCELONA - 1 C,REGIÓN SANITARIA: BARCELONA,Pública Directa,INSTITUT CATALÀ DE LA SALUT (ICS),CENTRO SALUD,SI
DRASSANES (RAVAL SUD),CATALUÑA,BARCELONA,Barcelona,BARCELONA,"AV. DE LES DRASSANES, Nº 17-21",8001,933294495,BARCELONA - 1 D,REGIÓN SANITARIA: BARCELONA,Pública Directa,INSTITUT CATALÀ DE LA SALUT (ICS),CENTRO SALUD,SI
DOCTOR LLUÍS SAYÉ,CATALUÑA,BARCELONA,Barcelona,BARCELONA,"C/ TORRES I AMAT, Nº 8",8001,933012532,BARCELONA - 1 E,REGIÓN SANITARIA: BARCELONA,Pública Directa,INSTITUT CATALÀ DE LA SALUT (ICS),CENTRO SALUD,SI
VILA OLÍMPICA,CATALUÑA,BARCELONA,Barcelona,BARCELONA,"C/ JOAN MIRÓ, Nº 17",08005,932213785,BARCELONA - 10 A,REGIÓN SANITARIA: BARCELONA,Pública - otras modalidades,PARC SANITARI PERE VIRGILI,CENTRO SALUD,NO
RAMON TURRÓ,CATALUÑA,BARCELONA,Barcelona,BARCELONA,"C/ RAMON TURRÓ, Nº 337-339",8005,934465700,BARCELONA - 10 B,REGIÓN SANITARIA: BARCELONA,Pública Directa,INSTITUT CATALÀ DE LA SALUT (ICS),CENTRO SALUD,NO
POBLENOU,CATALUÑA,BARCELONA,Barcelona,BARCELONA,"C/ LOPE DE VEGA, Nº 138",8005,934337710,BARCELONA - 10 C,REGIÓN SANITARIA: BARCELONA,Pública Directa,INSTITUT CATALÀ DE LA SALUT (ICS),CENTRO SALUD,SI
BESÒS,CATALUÑA,BARCELONA,Barcelona,BARCELONA,"C/ ALFONS EL MAGNÀNIM, Nº 57",8019,932788235,BARCELONA - 10 D,REGIÓN SANITARIA: BARCELONA,Pública Directa,INSTITUT CATALÀ DE LA SALUT (ICS),CENTRO SALUD,NO
EL CLOT,CATALUÑA,BARCELONA,Barcelona,BARCELONA,"CL CONCILIO DE TRENTO, Nº 25",08018,933037301,BARCELONA - 10 G,REGIÓN SANITARIA: BARCELONA,Pública Directa,INSTITUT CATALÀ DE LA SALUT (ICS),CENTRO SALUD,SI
LA PAU,CATALUÑA,BARCELONA,Barcelona,BARCELONA,"C/ PERE VERGÉS, Nº 3",8020,932788660,BARCELONA - 10 I,REGIÓN SANITARIA: BARCELONA,Pública Directa,INSTITUT CATALÀ DE LA SALUT (ICS),CENTRO SALUD,SI
SANT MARTÍ - VERNEDA SUD,CATALUÑA,BARCELONA,Barcelona,BARCELONA,"CL FLUVIÀ, Nº 209-211",08020,933070812,BARCELONA - 10H Y 10J,REGIÓN SANITARIA: BARCELONA,Pública Directa,INSTITUT CATALÀ DE LA SALUT (ICS),CENTRO SALUD,NO
COMTE BORRELL,CATALUÑA,BARCELONA,Barcelona,BARCELONA,"CL COMTE BORRELL, Nº 305",08036,932271800,BARCELONA - 2 C,REGIÓN SANITARIA: BARCELONA,Pública - otras modalidades,CONSORCI D'ATENCIÓ PRIMÀRIA DE SALUT DE BARCELONA ESQUERRA,CENTRO SALUD,SI
CASANOVA,CATALUÑA,BARCELONA,Barcelona,BARCELONA,"CL DEL ROSSELLÓ, Nº 161",08036,932279800,BARCELONA - 2 E,REGIÓN SANITARIA: BARCELONA,Pública - otras modalidades,CONSORCI D'ATENCIÓ PRIMÀRIA DE SALUT DE BARCELONA ESQUERRA,CENTRO SALUD,SI
MANSO (POBLE SEC MONTJUÏC - SANT ANTONI - UNIVERSITAT - VIA ROMA),CATALUÑA,BARCELONA,Barcelona,BARCELONA,"CL MANSO, Nº 19",08015,935517283,BARCELONA - 2A - 2B Y 2D,REGIÓN SANITARIA: BARCELONA,Pública Directa,INSTITUT CATALÀ DE LA SALUT (ICS),CENTRO SALUD,NO
ROGER DE FLOR (DRETA EIXAMPLE - MONUMENTAL),CATALUÑA,BARCELONA,Barcelona,BARCELONA,"CL ROGER DE FLOR, Nº 194 - 196",08013,935070390,BARCELONA - 2G Y 2J,REGIÓN SANITARIA: BARCELONA,Privada,EAP DRETA DE L'EIXAMPLE,CENTRO SALUD,SI
CARLES I,CATALUÑA,BARCELONA,Barcelona,BARCELONA,"C/ MARINA, Nº 168",8013,932317705,BARCELONA - 2H,REGIÓN SANITARIA: BARCELONA,Pública Directa,INSTITUT CATALÀ DE LA SALUT (ICS),CENTRO SALUD,NO
PASSEIG DE SANT JOAN,CATALUÑA,BARCELONA,Barcelona,BARCELONA,"PG. DE SANT JOAN, Nº 20",8010,933270550,BARCELONA - 2H,REGIÓN SANITARIA: BARCELONA,Pública Directa,INSTITUT CATALÀ DE LA SALUT (ICS),CENTRO SALUD,SI
SAGRADA FAMÍLIA (BARCELONA 2I - 2K),CATALUÑA,BARCELONA,Barcelona,BARCELONA,"CL CÒRSEGA, Nº 643",08025,935072580,BARCELONA - 2I Y 2K,REGIÓN SANITARIA: BARCELONA,Pública - otras modalidades,CONSORCI SANITARI INTEGRAL,CENTRO SALUD,SI
DOCTOR CARLES RIBAS,CATALUÑA,BARCELONA,Barcelona,BARCELONA,"CL DEL FOC, Nº 112",08038,932232888,BARCELONA - 3 C,REGIÓN SANITARIA: BARCELONA,Pública Directa,INSTITUT CATALÀ DE LA SALUT (ICS),CENTRO SALUD,SI
BORDETA - MAGÒRIA,CATALUÑA,BARCELONA,Barcelona,BARCELONA,"CL CORRAL, Nº 41",08014,934316570,BARCELONA - 3 D,REGIÓN SANITARIA: BARCELONA,Pública Directa,INSTITUT CATALÀ DE LA SALUT (ICS),CENTRO SALUD,NO
SANTS,CATALUÑA,BARCELONA,Barcelona,BARCELONA,"C/ VAPOR VELL, Nº 44-46",8028,934915197,BARCELONA - 3 E,REGIÓN SANITARIA: BARCELONA,Pública Directa,INSTITUT CATALÀ DE LA SALUT (ICS),CENTRO SALUD,NO
NUMÀNCIA,CATALUÑA,BARCELONA,Barcelona,BARCELONA,"C/ NUMÀNCIA, Nº 23",08029,934955886,BARCELONA - 3 G,REGIÓN SANITARIA: BARCELONA,Pública Directa,INSTITUT CATALÀ DE LA SALUT (ICS),CENTRO SALUD,NO
LA MARINA,CATALUÑA,BARCELONA,Barcelona,BARCELONA,"C/ AMNISTIA INTERNACIONAL, Nº 8-14",8038,934955885,BARCELONA - 3 H,REGIÓN SANITARIA: BARCELONA,Pública Directa,INSTITUT CATALÀ DE LA SALUT (ICS),CENTRO SALUD,SI
ROGER,CATALUÑA,BARCELONA,Barcelona,"CL ROGER, Nº 49-64",BARCELONA,08028,934310039,BARCELONA - 3 I,REGIÓN SANITARIA: BARCELONA,Pública Directa,INSTITUT CATALÀ DE LA SALUT (ICS),CENTRO SALUD,NO
LES HORTES,CATALUÑA,BARCELONA,Barcelona,BARCELONA,"CL NOU DE RAMBLA, Nº 177",08004,933249100,BARCELONA - 3A Y 3B,REGIÓN SANITARIA: BARCELONA,Privada,"EAP POBLE SEC, SLP",CENTRO SALUD,NO
MONTNEGRE - LES CORTS PEDRALBES,CATALUÑA,BARCELONA,Barcelona,BARCELONA,"CL MONTNEGRE, Nº 21",08029,933632965,BARCELONA - 4 A Y B,REGIÓN SANITARIA: BARCELONA,Pública Directa,INSTITUT CATALÀ DE LA SALUT (ICS),CENTRO SALUD,NO
LES CORTS,CATALUÑA,BARCELONA,Barcelona,BARCELONA,"CL MEJÍA LEQUERICA, Nº 1",08028,932275590,BARCELONA - 4 C,REGIÓN SANITARIA: BARCELONA,Pública - otras modalidades,CONSORCI D'ATENCIÓ PRIMÀRIA DE SALUT DE BARCELONA ESQUERRA,CENTRO SALUD,SI
SARRIÀ,CATALUÑA,BARCELONA,Barcelona,BARCELONA,"VÍA AUGUSTA, Nº 366",08017,932042288,BARCELONA - 5 C,REGIÓN SANITARIA: BARCELONA,Privada,"EAP SARRIÀ, SLP",CENTRO SALUD,SI
LES PLANES,CATALUÑA,BARCELONA,Barcelona,BARCELONA,"PG.SOLÉ, Nº 16-18 LOCAL 1",08196,932805632,BARCELONA - 5 D,REGIÓN SANITARIA: BARCELONA,Privada,"VALLPLAÇA ATENCIÓ PRIMÀRIA, SLP",CENTRO SALUD,NO
VALLVIDRERA,CATALUÑA,BARCELONA,Barcelona,BARCELONA,"C/ REIS CATÒLICS, Nº 2",08017,934068453,BARCELONA - 5 D,REGIÓN SANITARIA: BARCELONA,Privada,"VALLPLAÇA ATENCIÓ PRIMÀRIA, SLP",CENTRO SALUD,NO
ADRIÀ (MARC AURELI - SANT ELIES),CATALUÑA,BARCELONA,Barcelona,BARCELONA,"CL VALLMAJOR, Nº 34",08021,933621125,BARCELONA - 5A Y 5B,REGIÓN SANITARIA: BARCELONA,Pública Directa,INSTITUT CATALÀ DE LA SALUT (ICS),CENTRO SALUD,NO
PARE CLARET,CATALUÑA,BARCELONA,Barcelona,BARCELONA,"C/ ST. ANTONI Mª. CLARET, Nº 19-23",8037,932082384,BARCELONA - 6 A,REGIÓN SANITARIA: BARCELONA,Pública Directa,INSTITUT CATALÀ DE LA SALUT (ICS),CENTRO SALUD,SI
VILA DE GRÀCIA - CIBELES,CATALUÑA,BARCELONA,Barcelona,BARCELONA,"CL CÒRSEGA, Nº 363 ",08037,934590930,BARCELONA - 6 B,REGIÓN SANITARIA: BARCELONA,Pública Directa,INSTITUT CATALÀ DE LA SALUT (ICS),CENTRO SALUD,NO
VALLCARCA - SANT GERVASI,CATALUÑA,BARCELONA,Barcelona,BARCELONA,"AV VALLCARCA, Nº 169-205",08023,932594422,BARCELONA - 6 D,REGIÓN SANITARIA: BARCELONA,Privada,"EBA VALLCARCA, SLP",CENTRO SALUD,SI
LARRARD (LA SALUT - LESSEPS),CATALUÑA,BARCELONA,Barcelona,BARCELONA,"TRAVESSERA DE DALT, Nº 79",08024,932857600,BARCELONA - 6C,REGIÓN SANITARIA: BARCELONA,Pública - otras modalidades,PARC SANITARI PERE VIRGILI,CENTRO SALUD,SI
SANLLEHY,CATALUÑA,BARCELONA,Barcelona,BARCELONA,"AV. MARE DE DÉU DE MONTSERRAT, Nº 16-18",8024,932853794,BARCELONA - 6E,REGIÓN SANITARIA: BARCELONA,Pública Directa,INSTITUT CATALÀ DE LA SALUT (ICS),CENTRO SALUD,NO
SARDENYA,CATALUÑA,BARCELONA,Barcelona,BARCELONA,"C/ SARDENYA, Nº 466",08025,935674380,BARCELONA - 7 B,REGIÓN SANITARIA: BARCELONA,Privada,"EAP SARDENYA, SLP",CENTRO SALUD,SI
EL CARMEL,CATALUÑA,BARCELONA,Barcelona,BARCELONA,"C/ MURTRA, Nº 130",8032,933571853,BARCELONA - 7 C,REGIÓN SANITARIA: BARCELONA,Pública Directa,INSTITUT CATALÀ DE LA SALUT (ICS),CENTRO SALUD,SI
SANT RAFAEL,CATALUÑA,BARCELONA,Barcelona,BARCELONA,"PG. DE LA VALL D'HEBRON, Nº 107-117",8035,934289541,BARCELONA - 7 E,REGIÓN SANITARIA: BARCELONA,Pública Directa,INSTITUT CATALÀ DE LA SALUT (ICS),CENTRO SALUD,NO
HORTA (BARCELONA 7D - 7F),CATALUÑA,BARCELONA,Barcelona,BARCELONA,"CL LISBOA, Nº 1",08035,934072768,BARCELONA - 7D Y 7 F,REGIÓN SANITARIA: BARCELONA,Pública Directa,INSTITUT CATALÀ DE LA SALUT (ICS),CENTRO SALUD,NO
GUINARDÓ,CATALUÑA,BARCELONA,Barcelona,BARCELONA,"C/ TEODOR LLORENTE, Nº 26",08041,933489901,BARCELONA - 7G,REGIÓN SANITARIA: BARCELONA,Pública Directa,INSTITUT CATALÀ DE LA SALUT (ICS),CENTRO SALUD,NO
GUINEUETA,CATALUÑA,BARCELONA,Barcelona,BARCELONA,"PG. DE VALLDAURA, Nº 135",8042,932749534,BARCELONA - 8 F,REGIÓN SANITARIA: BARCELONA,Pública Directa,INSTITUT CATALÀ DE LA SALUT (ICS),CENTRO SALUD,NO
ROQUETES-CANTERES,CATALUÑA,BARCELONA,Barcelona,BARCELONA,"C/ GARIGLIANO, Nº 23-27",8042,932768068,BARCELONA - 8 G,REGIÓN SANITARIA: BARCELONA,Pública Directa,INSTITUT CATALÀ DE LA SALUT (ICS),CENTRO SALUD,SI
CIUTAT MERIDIANA,CATALUÑA,BARCELONA,Barcelona,BARCELONA,"CL SANT FELIU DE CODINES, Nº 2",08033,933508889,BARCELONA - 8 H,REGIÓN SANITARIA: BARCELONA,Pública Directa,INSTITUT CATALÀ DE LA SALUT (ICS),CENTRO SALUD,NO
CHAFARINAS,CATALUÑA,BARCELONA,Barcelona,BARCELONA,"C/ CHAFARINAS, Nº 2-8",8033,933542222,BARCELONA - 8 I,REGIÓN SANITARIA: BARCELONA,Pública Directa,INSTITUT CATALÀ DE LA SALUT (ICS),CENTRO SALUD,SI
