Código CCN,Código CNH,Nombre,Comunidad Autónoma,Provincia,Municipio,Dirección,Código Postal,Teléfono,Número de camas instaladas,Tipo de Centro,Dependencia Funcional,Observaciones,Concierto,Acreditación Docente
1328000081,281269,EMPRESA PUBLICA HOSPITAL DEL HENARES,MADRID,MADRID,Coslada,AVENIDA MARIE CURIE S/N,28822,911912000,243,Hospitales Generales,SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS,,Sin concierto,SI
1328000082,281258,HOSPITAL UNIVERSITARIO INFANTA SOFIA,MADRID,MADRID,San Sebastián de los Reyes,PASEO EUROPA 34,28702,911914000,271,Hospitales Generales,SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS,,Sin concierto,SI
1328000083,281304,EMPRESA PUBLICA HOSPITAL DEL SUR HOSPITAL INFANTA CRISTINA,MADRID,MADRID,Madrid,PASEO CASTELLANA 83,28046,911913000,188,Hospitales Generales,SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS,,Sin concierto,SI
1328000084,281292,HOSPITAL DEL TAJO S.A.,MADRID,MADRID,Aranjuez,AVENIDA AMAZONAS CENTRAL S/N,28300,918014100,99,Hospitales Generales,SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS,,Sin concierto,SI
1328000085,281281,HOSPITAL UNIVERSITARIO DEL SURESTE - EMPRESA PUBLICA HOSPTIAL DEL SURESTE,MADRID,MADRID,Arganda del Rey,RONDA DEL SUR 10,28500,918394000,132,Hospitales Generales,SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS,,Sin concierto,SI
1328000086,281270,HOSPITAL UNIVERSITARIO INFANTA LEONOR,MADRID,MADRID,Madrid,AVENIDA DE LA GRAN VIA DEL ESTE 80,28031,911918000,269,Hospitales Generales,SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS,,Sin concierto.,NO
1328000087,281315,HOSPITAL UNIVERSITARIO PUERTA DE HIERRO MAJADAHONDA,MADRID,MADRID,Majadahonda,CALLE MANUEL DE FALLA 1,28222,911916000,613,Hospitales Generales,SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS,,Sin concierto,SI
1328000088,281326,"CASTA SALUD, S.L.U.",MADRID,MADRID,Guadarrama,"CARRETERA DE LA CORUÑA KM.50,300",28440,915949500,144,Hospitales de salud mental y tratamiento de toxicomanías,PRIVADOS,,Concierto parcial,NO
1328000089,281337,HOSPITAL UNIVERSITARIO DE TORREJON,MADRID,MADRID,Torrejón de Ardoz,CALLE MATEO INURRIA 1,28850,000000000,250,Hospitales Generales,SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS,,Sin concierto,SI
1328000090,281348,HOSPITAL UNIVERSITARIO REY JUAN CARLOS,MADRID,MADRID,Móstoles,CALLE GLADIOLO S/N,28933,000000000,364,Hospitales Generales,SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS,,Sin concierto,SI
1328016665,281359,HOSPITAL GENERAL DE VILLALBA,MADRID,MADRID,Collado Villalba,"CARRETERA DE ALPEDRETE M-608, KM. 41",28400,000000000,209,Hospitales Generales,SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS,,Sin concierto,NO
1328016888,281360,HOSPITAL UNIVERSITARIO HM PUERTA DEL SUR,MADRID,MADRID,Móstoles,AVENIDA DE CARLOS V 70,28938,000000000,182,Hospitales Generales,PRIVADOS,,Concierto parcial,SI
1328017532,281382,HOSPITAL CASAVERDE MADRID,MADRID,MADRID,Navalcarnero,CALLE DON JOSE MARIA LOPEZ MALLA 3,28600,000000000,100,Hospitales de media y larga estancia,PRIVADOS,,Sin concierto,NO
1328019438,280724,HOSPITAL CENTRAL DE LA DEFENSA EN MADRID,MADRID,MADRID,Madrid,GLORIETA DEL EJERCITO S/N S/N,28047,914222000,500,Hospitales Generales,MINISTERIO DE DEFENSA,,Concierto sustitutorio,SI
1328020032,281393,CLINICA UNIVERSIDAD DE NAVARRA,MADRID,MADRID,Madrid,CALLE DEL MARQUESADO DE SANTA MARTA 1,28022,000000000,72,Hospitales Generales,PRIVADOS,,Sin concierto,NO
1328020928,281416,CLINICA SAN VICENTE,MADRID,MADRID,Madrid,AVENIDA DEL VENTISQUERO DE LA CONDESA 46,28035,000000000,45,Hospitales de media y larga estancia,PRIVADOS,,Concierto parcial,NO
1328020932,281371,HOSPITAL HM VALLES,MADRID,MADRID,Alcalá de Henares,CALLE SANTIAGO 14,28801,918883262,20,Otros Centros con Internamiento,PRIVADOS,,Concierto parcial,SI
1328020933,281438,INSTITUTO PSIQUIATRICO SERVICIOS DE SALUD MENTAL JOSE GERMAIN - 2 ARAGON,MADRID,MADRID,Leganés,CALLE ARAGON 17,28913,000000000,136,Hospitales de salud mental y tratamiento de toxicomanías,SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS,,Sin concierto.,NO
1328021504,281383,"FRATERNIDAD MUPRESPA, MUTUA COLABORADORA CON LA SEGURIDAD SOCIAL Nº 275",MADRID,MADRID,Madrid,PASEO DE LA HABANA 83,28036,000000000,50,Hospitales especializados,MÚTUAS COLABORADORAS CON LA SEGURIDAD SOCIAL,,Sin concierto,SI
1328022274,281385,"ITA CLINIC BCN, S.L.",MADRID,MADRID,Alcalá de Henares,CALLE FAUSTO ELHUYAR 9,28806,000000000,74,Otros Centros con Internamiento,PRIVADOS,,Sin concierto,NO
1328023076,281445,SERVICIO MADRILEÑO DE SALUD,MADRID,MADRID,Madrid,AVENIDA DE MANUEL FRAGA IRIBARNE 2,28055,000000000,1008,Otros Centros con Internamiento,SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS,,Sin concierto,NO
1430000001,300177,HOSPITAL NTRA. SRA. DEL PERPETUO SOCORRO,REGIÓN DE MURCIA,MURCIA,Cartagena,CALLE SEBASTIAN FERINGAN 12,30205,968510500,214,Otros Centros con Internamiento,PRIVADOS,,Concierto parcial,NO
1430000002,300294,HOSPITAL DE MOLINA,REGIÓN DE MURCIA,MURCIA,Molina de Segura,CALLE ASOCIACION S/N,30500,968644030,83,Otros Centros con Internamiento,PRIVADOS,,Concierto parcial,NO
1430000003,300085,HOSPITAL MESA DEL CASTILLO,REGIÓN DE MURCIA,MURCIA,Murcia,RONDA SUR 20,30010,968246116,76,Otros Centros con Internamiento,PRIVADOS,,Concierto parcial,NO
1430000004,300317,CLINICA SAN FELIPE DEL MEDITERRANEO,REGIÓN DE MURCIA,MURCIA,Murcia,FINCA EL MAYAYO 16,30120,968889096,62,Hospitales de salud mental y tratamiento de toxicomanías,PRIVADOS,,Concierto parcial,NO
1430000005,300026,HOSPITAL GENERAL UNIVERSITARIO REINA SOFIA,REGIÓN DE MURCIA,MURCIA,Murcia,AVENIDA INTENDENTE JORGE PALACIOS 1,30003,968359000,339,Hospitales Generales,SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS,,Sin concierto,SI
1430000007,300339,HOSPITAL DE CUIDADOS MEDIOS VILLADEMAR,REGIÓN DE MURCIA,MURCIA,San Pedro del Pinatar,AVENIDA CONCEJAL MARIANO HENAREJOS 13,30740,968187346,99,Hospitales de media y larga estancia,PRIVADOS,,Concierto parcial,NO
1430000009,300340,RESIDENCIA LOS ALMENDROS,REGIÓN DE MURCIA,MURCIA,Cartagena,PARAJE LOS PINOS S/N,30396,968537261,60,Hospitales de media y larga estancia,PRIVADOS,,Concierto parcial,NO
1430000036,300362,HOSPITAL GENERAL UNIVERSITARIO SANTA LUCIA,REGIÓN DE MURCIA,MURCIA,Cartagena,CALLE MEZQUITA (PARAJE LOS ARCOS) S/N,30202,968128600,603,Hospitales Generales,SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS,,Sin concierto.,NO
1430000047,300222,HOSPITAL GENERAL UNIVERSITARIO LOS ARCOS DEL MAR MENOR,REGIÓN DE MURCIA,MURCIA,San Javier,PARAJE TORRE OCTAVIO S/N,30739,968565000,255,Hospitales Generales,SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS,,Sin concierto,SI
1430000051,300269,HOSPITAL G. UNIVERSITARIO J.M. MORALES MESEGUER,REGIÓN DE MURCIA,MURCIA,Murcia,AVENIDA MARQUES DE  LOS VELEZ 0,30008,968240601,394,Hospitales Generales,SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS,,Sin concierto,SI
1430000053,300079,HOSPITAL LA VEGA GRUPO HLA,REGIÓN DE MURCIA,MURCIA,Murcia,CALLE DOCTOR ROMAN ALBERCA S/N,30008,968278100,123,Hospitales Generales,PRIVADOS,,Concierto parcial,NO
1430000054,300161,SANTO Y REAL HOSPITAL DE CARIDAD,REGIÓN DE MURCIA,MURCIA,Cartagena,CAMINO BARRIO PERAL S/N,30310,968510300,154,Hospitales de media y larga estancia,PRIVADOS,,Concierto parcial,NO
1430000055,300050,HOSPITAL QUIRONSALUD MURCIA,REGIÓN DE MURCIA,MURCIA,Murcia,CALLE MIGUEL HERNANDEZ 12,30011,968365000,131,Hospitales Generales,PRIVADOS,,Concierto parcial,NO
1430000056,300098,SANATORIO DR. MUÑOZ,REGIÓN DE MURCIA,MURCIA,Murcia,CARRETERA CARTAGENA 59,30120,968885550,50,Hospitales de salud mental y tratamiento de toxicomanías,PRIVADOS,,Sin concierto,NO
1430000057,300275,HOSPITAL  IBERMUTUAMUR - PATOLOGIA LABORAL,REGIÓN DE MURCIA,MURCIA,Murcia,CALLE ANTONIO ROCAMORA 4,30100,968394000,26,Hospitales especializados,MÚTUAS COLABORADORAS CON LA SEGURIDAD SOCIAL,,Sin concierto,NO
1430000058,300281,HOSPITAL DE LA VEGA LORENZO GUIRAO,REGIÓN DE MURCIA,MURCIA,Cieza,CARRETERA DE ABARAN S/N,30530,968775550,124,Hospitales Generales,SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS,,Sin concierto,SI
1430000059,300243,HOSPITAL VIRGEN DEL CASTILLO,REGIÓN DE MURCIA,MURCIA,Yecla,AVENIDA DE LA FERIA S/N,30510,968719804,96,Hospitales Generales,SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS,,Sin concierto,SI
1430000060,300011,HOSPITAL CLINICO UNIVERSITARIO VIRGEN DE LA ARRIXACA,REGIÓN DE MURCIA,MURCIA,Murcia,CARRETERA MADRID-CARTAGENA S/N,30120,968369500,920,Hospitales Generales,SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS,,Sin concierto,SI
1430000061,300124,HOSPITAL COMARCAL DEL NOROESTE,REGIÓN DE MURCIA,MURCIA,Caravaca de la Cruz,AVENIDA MIGUEL ESPINOSA S/N,30400,968709100,103,Hospitales Generales,SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS,,Sin concierto,SI
1430000062,300145,HOSPITAL SANTA MARIA DEL ROSELL,REGIÓN DE MURCIA,MURCIA,Cartagena,PASEO ALFONSO  XIII 61,30203,968504800,41,Hospitales Generales,SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS,,Sin concierto.,NO
1430000063,300256,HOSPITAL RAFAEL MENDEZ,REGIÓN DE MURCIA,MURCIA,Lorca,"CARRETERA NACIONAL 340, KM 589 S/N",30817,968445500,287,Hospitales Generales,SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS,,Sin concierto,SI
1430000064,300217,HOSPITAL VIRGEN DEL ALCAZAR DE LORCA,REGIÓN DE MURCIA,MURCIA,Lorca,ALAMEDA DE LOS TRISTES S/N,30800,968468600,175,Otros Centros con Internamiento,PRIVADOS,,Concierto parcial,NO
1430000065,300119,CLINICA MEDICO-QUIRURGICA SAN JOSE,REGIÓN DE MURCIA,MURCIA,Alcantarilla,CALLE MAESTRA LOLA MESEGUER S/N,30820,968800600,139,Otros Centros con Internamiento,PRIVADOS,,Concierto parcial,NO
1430000066,300196,FUNDACION HOSPITAL REAL PIEDAD,REGIÓN DE MURCIA,MURCIA,Cehegín,PLAZA MESONCICO 3,30430,968741156,40,Hospitales de media y larga estancia,PRIVADOS,,Concierto parcial,NO
1430000067,300032,HOSPITAL PSIQUIATRICO ROMAN ALBERCA,REGIÓN DE MURCIA,MURCIA,Murcia,CALLE LORCA 58,30120,968365800,96,Hospitales de salud mental y tratamiento de toxicomanías,SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS,,Sin concierto,SI
1430000068,300130,CLINICA DOCTOR BERNAL,REGIÓN DE MURCIA,MURCIA,Caravaca de la Cruz,CALLE DOCTOR ROBLES S/N,30400,968705541,39,Otros Centros con Internamiento,PRIVADOS,,Concierto parcial,NO
1430000348,300384,HOSPITAL C. M. VIRGEN DE LA CARIDAD CARTAGENA,REGIÓN DE MURCIA,MURCIA,Cartagena,CALLE JORGE JUAN 30,30205,968506666,40,Otros Centros con Internamiento,PRIVADOS,,Concierto parcial,NO
1430002216,300373,HOSPITAL PERPETUO SOCORRO ALAMEDA,REGIÓN DE MURCIA,MURCIA,Cartagena,CALLE ALAMEDA  SAN ANTON 6,30205,968510500,93,Otros Centros con Internamiento,PRIVADOS,,Concierto parcial,NO
1531000729,310137,HOSPITAL REINA SOFIA,C. FORAL DE NAVARRA,NAVARRA,Tudela,CARRETERA TARAZONA KM. 3 -,31500,848434000,192,Hospitales Generales,SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS,,Sin concierto,SI
1531000730,310121,HOSPITAL GARCIA ORCOYEN,C. FORAL DE NAVARRA,NAVARRA,Estella-Lizarra,CALLE SANTA SORIA 22 -,31200,848435000,93,Hospitales Generales,SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS,,Sin concierto,NO
1531000733,310060,CLINICA UNIVERSIDAD DE NAVARRA,C. FORAL DE NAVARRA,NAVARRA,Pamplona/Iruña,AVENIDA PIO XII 36 -,31008,948255400,230,Hospitales Generales,PRIVADOS,,Concierto parcial,SI
1531000734,310109,CENTRO HOSPITALARIO BENITO MENNI,C. FORAL DE NAVARRA,NAVARRA,Baztan,CALLE MENDINUETA S/N -,31700,948452162,154,Hospitales de salud mental y tratamiento de toxicomanías,PRIVADOS,,Concierto parcial,NO
1531000736,310057,CLINICA PSIQUIATRICA PADRE MENNI,C. FORAL DE NAVARRA,NAVARRA,Pamplona/Iruña,CALLE JOAQUIN BEUNZA 45 -,31014,948140611,234,Hospitales de salud mental y tratamiento de toxicomanías,PRIVADOS,,Concierto parcial,NO
1531000737,310044,HOSPITAL SAN JUAN DE DIOS,C. FORAL DE NAVARRA,NAVARRA,Pamplona/Iruña,CALLE BELOSO ALTO 3 -,31006,948231800,230,Hospitales Generales,PRIVADOS,,Sin concierto,NO
1531000738,310076,CLINICA SAN MIGUEL - PAMPLONA,C. FORAL DE NAVARRA,NAVARRA,Pamplona/Iruña,CALLE BELOSO ALTO. 32 -,31006,948296000,72,Hospitales Generales,PRIVADOS,,Concierto parcial,NO
1531000739,310039,CENTRO SAN FRANCISCO JAVIER,C. FORAL DE NAVARRA,NAVARRA,Pamplona/Iruña,AVENIDA VILLAVA 53 -,31015,948422730,28,Hospitales de salud mental y tratamiento de toxicomanías,SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS,,Sin concierto,NO
1531000740,310142,CLINICA PSICOGERIATRICA JOSEFINA ARREGUI,C. FORAL DE NAVARRA,NAVARRA,Altsasu/Alsasua,CALLE ERBURU S/N -,31800,948563850,21,Hospitales especializados,PRIVADOS,,Sin concierto,NO
1531002230,310150,COMPLEJO HOSPITALARIO DE NAVARRA,C. FORAL DE NAVARRA,NAVARRA,Pamplona/Iruña,CALLE IRUNLARREA 3 -,31008,848422222,1077,Hospitales Generales,SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS,,Sin concierto,SI
1601000003,010040,HOSPITAL SAN JOSE,PAÍS VASCO,ÁLAVA,Vitoria-Gasteiz,"CALLE BEATO TOMAS DE ZUMARRAGA, CALLE/KALEA 10",01008,945140900,68,Hospitales Generales,PRIVADOS,,Concierto parcial,NO
1601000004,010053,HOSPITAL QUIRONSALUD VITORIA,PAÍS VASCO,ÁLAVA,Vitoria-Gasteiz,CALLE ESPERANZA (LA) 3,01002,945252500,26,Hospitales Generales,PRIVADOS,,Concierto parcial,NO
1601000005,010066,HOSPITAL DE CUIDADOS SAN ONOFRE SL,PAÍS VASCO,ÁLAVA,Vitoria-Gasteiz,CALLE SALVATIERRABIDE 9,01007,674342402;945142100,92,Hospitales de media y larga estancia,PRIVADOS,,Concierto parcial,NO
1601000006,010088,HOSPITAL DE LEZA,PAÍS VASCO,ÁLAVA,Laguardia,CALLE VITORIA-LOGROÑO KM. 59 (ER/CR) S/N,01309,945006900,63,Hospitales de media y larga estancia,SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS,,Sin concierto,NO
1601000007,010035,RED DE SALUD MENTAL DE ARABA (HOSPITAL PSIQUIATRICO DE ARABA),PAÍS VASCO,ÁLAVA,Vitoria-Gasteiz,CALLE ALAVA 43,01006,945006555,175,Hospitales de salud mental y tratamiento de toxicomanías,SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS,,Sin concierto,SI
1601000510,010090,HOSPITAL UNIVERSITARIO ARABA (SEDE TXAGORRITXU Y SEDE SANTIAGO),PAÍS VASCO,ÁLAVA,Vitoria-Gasteiz,"CALLE JOSE ACHOTEGUI, CALLE/KALEA S/N",01009,945007000;945007007,806,Hospitales Generales,SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS,,Sin concierto,SI
1620000001,200049,MUTUALIA CLINICA PAKEA,PAÍS VASCO,GUIPÚZCOA,Donostia/San Sebastián,CALLE PASEO DE ARRIOLA 26,20018,902540250;943212600,19,Hospitales especializados,MÚTUAS COLABORADORAS CON LA SEGURIDAD SOCIAL,,Sin concierto,NO
1620000002,200104,POLICLINICA GIPUZKOA,PAÍS VASCO,GUIPÚZCOA,Donostia/San Sebastián,PASEO PASEO DE MIRAMON 174,20009,943002800;943309550,149,Hospitales Generales,PRIVADOS,,Concierto parcial,NO
1620000005,200163,HOSPITAL BIDASOA (OSI BIDASOA),PAÍS VASCO,GUIPÚZCOA,Hondarribia,"CALLE FINCA ZUBIETA, BARRIO MENDELU S/N",20280,943007702;943007703,96,Hospitales Generales,SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS,,Sin concierto,SI
1620000006,200258,HOSPITAL DE MENDARO (OSI BAJO DEBA),PAÍS VASCO,GUIPÚZCOA,Mendaro,CALLE MENDAROZABAL S/N,20850,943032800,111,Hospitales Generales,SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS,,Sin concierto,NO
1620000007,200185,ORGANIZACION SANITARIA INTEGRADA DEBAGOIENA,PAÍS VASCO,GUIPÚZCOA,Arrasate/Mondragón,"AVENIDA NAFARROA, AVENIDA/ETORBIDEA 16",20500,943035300,95,Hospitales Generales,SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS,,Sin concierto,SI
1620000008,200219,"CLINICA SANTA MARIA DE LA ASUNCION (INVIZA, S. A.)",PAÍS VASCO,GUIPÚZCOA,Tolosa,CALLE CARRETERA IZASKUN 9,20400,943697000,120,Hospitales Generales,PRIVADOS,,Concierto parcial,NO
1620000009,200245,HOSPITAL DE ZUMARRAGA (OSI GOIERRI - ALTO UROLA),PAÍS VASCO,GUIPÚZCOA,Zumarraga,GRUPO ARGIXAO S/N,20700,943035000;943035027,118,Hospitales Generales,SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS,,Sin concierto,SI
1620000010,200261,HOSPITAL UNIVERSITARIO DONOSTIA,PAÍS VASCO,GUIPÚZCOA,Donostia/San Sebastián,CALLE DOCTOR JOSE BEGIRISTAIN 109,20014,943007060,1034,Hospitales Generales,SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS,,Sin concierto,SI
1620000011,200132,FUNDACION ONKOLOGIKOA FUNDAZIOA,PAÍS VASCO,GUIPÚZCOA,Donostia/San Sebastián,CALLE PASEO DOCTOR BEGUIRISTAIN 121,20014,943328000,26,Hospitales especializados,PRIVADOS,,Concierto parcial,SI
1620000012,200071,HOSPITAL RICARDO BERMINGHAM,PAÍS VASCO,GUIPÚZCOA,Donostia/San Sebastián,"CAMINO LOS PINOS, CAMINO/BIDEA 35",20018,943317102,123,Hospitales de media y larga estancia,PRIVADOS,,Concierto parcial,SI
1620000013,200271,HOSPITAL SAN JUAN DE DIOS,PAÍS VASCO,GUIPÚZCOA,Donostia/San Sebastián,CAMINO CAMINO SAN JUAN DE DIOS 12,20009,943460033,81,Hospitales de salud mental y tratamiento de toxicomanías,ORGANIZACIONES NO GUBERNAMENTALES,,Concierto parcial,NO
1620000014,200198,HOSPITAL AITA MENNI,PAÍS VASCO,GUIPÚZCOA,Arrasate/Mondragón,CALLE GESALIBAR 15,20509,943794411,437,Hospitales de salud mental y tratamiento de toxicomanías,ORGANIZACIONES NO GUBERNAMENTALES,,Concierto parcial,NO
1620000015,200202,HOSPITAL PSIQUIATRICO SAN JUAN DE DIOS,PAÍS VASCO,GUIPÚZCOA,Arrasate/Mondragón,CALLE GESALIBAR ( AU/BA ) 14,20509,943793078;943793900,276,Hospitales de salud mental y tratamiento de toxicomanías,ORGANIZACIONES NO GUBERNAMENTALES,,Concierto parcial,NO
1620000016,200230,"SANATORIO USURBIL, S. L.",PAÍS VASCO,GUIPÚZCOA,Usurbil,BARRIO SAN ESTEBAN AUZOA 48,20170,0;943361124,80,Hospitales de salud mental y tratamiento de toxicomanías,PRIVADOS,,Concierto parcial,NO
1620003048,200270,EIBAR OSPITALEA,PAÍS VASCO,GUIPÚZCOA,Eibar,CALLE 6-8 S/N,20600,943032802,40,Hospitales de media y larga estancia,OTROS CENTROS O ESTABLECIMIENTOS PÚBLICOS DE DEPENDENCIA AUTONÓMICA,,Sin concierto,NO
1648000005,480078,HOSPITAL UNIVERSITARIO BASURTO,PAÍS VASCO,VIZCAYA,Bilbao,AVENIDA MONTEVIDEO 16-18,48013,944006000,697,Hospitales Generales,SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS,,Sin concierto,SI
1648000006,480046,HOSPITAL CRUZ ROJA DE BILBAO (VICTORIA EUGENIA),PAÍS VASCO,VIZCAYA,Bilbao,ALAMEDA URQUIJO (DE) 65,48013,944434792,68,Hospitales Generales,ORGANIZACIONES NO GUBERNAMENTALES,,Red de utilización pública (RUP),NO
1648000008,480097,CLINICA VIRGEN BLANCA,PAÍS VASCO,VIZCAYA,Bilbao,CALLE MAESTRO MENDIRI 2,48006,944127011,74,Hospitales Generales,PRIVADOS,,Concierto parcial,NO
1648000010,480123,"CLINICA GUIMON, S.A.",PAÍS VASCO,VIZCAYA,Bilbao,CALLE MANUEL ALLENDE 24,48010,944215200,42,Hospitales Generales,PRIVADOS,,Sin concierto,NO
1648000011,480059,SANATORIO BILBAINO,PAÍS VASCO,VIZCAYA,Bilbao,CALLE GORDONIZ 18,48010,944430150,44,Hospitales Generales,ORGANIZACIONES NO GUBERNAMENTALES,,Sin concierto,NO
1648000012,480160,"CLINICA INDAUTXU, S.A.",PAÍS VASCO,VIZCAYA,Bilbao,CALLE GORDONIZ 9,48010,639141723;944445012,36,Hospitales Generales,PRIVADOS,,Sin concierto,NO
1648000013,480176,HOSPITAL UNIVERSITARIO CRUCES,PAÍS VASCO,VIZCAYA,Barakaldo,PLAZA CRUCES 12,48903,946006000,981,Hospitales Generales,SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS,,Sin concierto,SI
1648000014,480182,HOSPITAL SAN ELOY,PAÍS VASCO,VIZCAYA,Barakaldo,AVENIDA AVDA. ANTONIO MIRANDA 5,48902,944006733,128,Hospitales Generales,SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS,,Sin concierto,SI
1648000015,480209,HOSPITAL GALDAKAO-USANSOLO,PAÍS VASCO,VIZCAYA,Galdakao,CALLE LABEAGA 46A,48960,944007000,481,Hospitales Generales,SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS,,Sin concierto,SI
1648000016,480255,HOSPITAL SAN JUAN DE DIOS,PAÍS VASCO,VIZCAYA,Santurtzi,AVENIDA CRISTOBAL MURRIETA ( ET/AV ) 70,48980,902012450;944939900,100,Hospitales Generales,ORGANIZACIONES NO GUBERNAMENTALES,,Concierto parcial,NO
1648000017,480305,HOSPITAL QUIRONSALUD BIZKAIA,PAÍS VASCO,VIZCAYA,Erandio,"CARRETERA LEIOA-UNBE, CARRETERA/ERREPIDEA 33",48950,944898000,110,Hospitales Generales,PRIVADOS,,Concierto parcial,NO
1648000018,480025,HOSPITAL INTERMUTUAL DE EUSKADI,PAÍS VASCO,VIZCAYA,Bilbao,CALLE FONTECHA Y SALAZAR 6,48007,944132380,44,Hospitales especializados,MÚTUAS COLABORADORAS CON LA SEGURIDAD SOCIAL,,Sin concierto,NO
1648000019,480031,CLINICA ERCILLA MUTUALIA,PAÍS VASCO,VIZCAYA,Bilbao,"CALLE ERCILLA, CALLE/KALEA 10",48009,944252500;944252502,22,Hospitales especializados,MÚTUAS COLABORADORAS CON LA SEGURIDAD SOCIAL,,Sin concierto,NO
1648000020,480010,HOSPITAL SANTA MARINA,PAÍS VASCO,VIZCAYA,Bilbao,"CARRETERA SANTA MARINA, CARRETERA/ERREPIDEA 41",48004,944006900,234,Hospitales de media y larga estancia,SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS,,Sin concierto,NO
1648000021,480216,HOSPITAL DE GORLIZ,PAÍS VASCO,VIZCAYA,Gorliz,PASEO UREZARANTZA 1,48630,944006600;944006603,149,Hospitales de media y larga estancia,SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS,,Sin concierto,NO
1648000022,480293,AMSA SERVICIO DE PSIQUIATRIA,PAÍS VASCO,VIZCAYA,Santurtzi,AVENIDA CRISTOBAL MURRIETA ( ET/AV ) 70,48980,0;944947071,24,Hospitales de salud mental y tratamiento de toxicomanías,PRIVADOS,,Sin concierto,NO
1648000023,480195,HOSPITAL DE BERMEO,PAÍS VASCO,VIZCAYA,Bermeo,CALLE TONPOI BIDEA S/N,48370,946029000,188,Hospitales de salud mental y tratamiento de toxicomanías,SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS,,Sin concierto,NO
1648000025,480268,HOSPITAL DE ZALDIBAR,PAÍS VASCO,VIZCAYA,Zaldibar,CALLE BILBAO ( ET/AV ) S/N,48250,946032800,120,Hospitales de salud mental y tratamiento de toxicomanías,SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS,,Sin concierto,NO
